rank,risk_score,priority,new_status,changed,pred_priority,p_low,p_medium,p_high,blocked,n_history,work_order_id,asset_type,work_type,status,cause,street_class,district,address,date_initiated,age_days,needs_traffic_control,needs_nsp,waiting_tender,is_storm,match_conf,species_common,dbh_class,wires,is_ash,max_dbh_25m,any_wires_25m,exposure,x,y,new_description
516,34.7,Low,Low,False,,0.53079171030826,0.39086540231391215,0.07834288737782782,False,61,319790,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,SWAINE ST (CHEBUCTO TO SUMMIT),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,5.0,True,0.5,-7080649.13515636,5566241.82507708,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
517,34.7,Low,Low,False,,0.4853415332594939,0.4369127318907663,0.07774573484973964,False,61,320355,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,16,LARRY UTECK BLVD (SOUTHGATE TO 170M W STARBOARD),2023-02-07 12:00:00,1312,False,False,False,False,med,Green Ash,2.0,False,True,2.0,False,0.5,-7088029.40530104,5574723.86643862,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, Green Ash at site."
518,34.7,Low,Low,False,,0.54598847232229,0.37569024770910014,0.07832127996860988,False,61,320403,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,8,ISLEVILLE ST (RUSSELL TO YOUNG),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,1.0,False,0.5,-7079904.14459922,5568371.49894528,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
519,34.7,Medium,Medium,False,,0.5013672514003147,0.25359544565214315,0.2450373029475421,False,0,322888,TRN_STREET,Unclassified Work Order from Curb Audit,OPEN,,LOCAL STREET,16,QUINN CRT,2023-02-27 12:00:00,1292,False,False,False,False,low,,,,,1.0,False,0.0,-7084918.242,5580150.678,"Kept Medium: not enough closed history for this work type (0 WOs, need 100) or model not confident (<50%). No closed history for 'Unclassified Work Order from Curb Audit'. Factors: open 3.5 yrs."
520,34.7,Low,Low,False,,0.5013672514003147,0.25359544565214315,0.2450373029475421,False,0,323130,TRN_STREET,Unclassified Work Order from Curb Audit,OPEN,,LOCAL STREET,16,QUINN CRT,2023-02-27 12:00:00,1292,False,False,False,False,low,,,,,1.0,False,0.0,-7084918.242,5580150.678,"Kept Low: not enough closed history for this work type (0 WOs, need 100) or model not confident (<50%). No closed history for 'Unclassified Work Order from Curb Audit'. Factors: open 3.5 yrs."
521,34.6,Low,Low,False,,0.3753267220574813,0.5477522594587712,0.07692101848374752,False,61,316299,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,15,SACKVILLE DR (12 MILE HOUSE TO COBEQUID),2023-02-07 12:00:00,1312,False,False,False,False,med,American Elm,3.0,True,False,4.0,True,0.5,-7087141.43099923,5582643.0847613,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, under wires American Elm at site."
522,34.6,Low,Low,False,,0.5595695174486776,0.36398454453908347,0.07644593801223898,False,61,316352,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,11,HERRING COVE RD (WILLIAMS LAKE TO ARTHUR),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7081690.96721527,5561066.37595505,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
523,34.6,Low,Low,False,,0.47542602241969917,0.44731533006299534,0.07725864751730545,False,61,316363,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,BAYERS RD (CONNAUGHT TO CONNOLLY),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,4.0,True,0.5,-7081499.35761221,5566885.83173363,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
524,34.6,Low,Low,False,,0.38825007332258926,0.48039225817617204,0.13135766850123862,False,61,316396,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,MAJOR COLLECTOR,6,WOODLAWN RD (BELLEVISTA TO MOUNT EDWARD),2023-02-07 12:00:00,1312,False,False,False,False,high,Northern Red Oak,6.0,False,False,6.0,False,0.335,-7071727.73700243,5570999.44164828,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: major collector road, open 3.6 yrs, Northern Red Oak at site."
525,34.6,Low,Low,False,,0.5595695174486776,0.36398454453908347,0.07644593801223898,False,61,316415,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,11,HERRING COVE RD (PINEGROVE TO ALDERGROVE),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7081859.44314703,5560749.45347987,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
526,34.6,Low,Low,False,,0.5595695174486776,0.36398454453908347,0.07644593801223898,False,61,316463,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,11,HERRING COVE RD (DRYSDALE TO SYLVIA),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7081472.99574162,5559781.04145687,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
527,34.6,Low,Low,False,,0.5595695174486776,0.36398454453908347,0.07644593801223898,False,61,316464,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,11,OLD SAMBRO RD (HERRING COVE TO NWA DR),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7082312.71997813,5561753.3156693,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
528,34.6,Low,Low,False,,0.5595695174486776,0.36398454453908347,0.07644593801223898,False,61,316790,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,11,HERRING COVE RD (SOBEYS TO WILLIAMS LAKE),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7081545.77278634,5561346.92503127,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
529,34.6,Low,Low,False,,0.5595695174486776,0.36398454453908347,0.07644593801223898,False,61,316867,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,11,HERRING COVE RD (ALDERGROVE TO LEVIS),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7081801.07581925,5560377.89524957,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
530,34.6,Low,Low,False,,0.5228509860576536,0.4006712740121831,0.07647773993016328,False,61,316952,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,6,MAIN ST WEST,2023-02-07 12:00:00,1312,False,False,False,False,med,Freeman Maple,1.0,False,False,1.0,False,0.5,-7073308.795,5571578.834,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, Freeman Maple at site."
531,34.6,Low,Low,False,,0.5595695174486776,0.36398454453908347,0.07644593801223898,False,61,317084,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,11,SYLVIA AVE (HERRING COVE TO RIVER),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7081201.08395897,5559345.72089021,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
532,34.6,Low,Low,False,,0.47542602241969917,0.44731533006299534,0.07725864751730545,False,61,317133,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,"CONNAUGHT AVE, N/ (YOUNG TO BAYERS)",2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,4.0,True,0.5,-7081499.35761221,5566885.83173363,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
533,34.6,Low,Low,False,,0.4078616429035762,0.5147623740508578,0.07737598304556607,False,61,317517,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,16,DARTMOUTH RD (MELLOWGLEN TO BRENTWOOD),2023-02-07 12:00:00,1312,False,False,False,False,high,Northern Catalpa,2.0,True,False,4.0,True,0.5,-7085186.64822658,5578862.03388441,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, under wires Northern Catalpa at site."
534,34.6,Low,Low,False,,0.3875007992573811,0.5353773027101988,0.07712189803242006,False,61,318569,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,12,TRUNK 3 (RAINES MILL TO LAKESIDE PARK),2023-02-07 12:00:00,1312,False,False,False,False,high,Bur Oak,1.0,True,False,1.0,True,0.5,-7090332.43674557,5564723.70656327,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, under wires Bur Oak at site."
535,34.6,Low,Low,False,,0.5099207856146415,0.4134069378171978,0.07667227656816068,False,61,319354,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,7,ROBIE ST (JUBILEE TO QUINPOOL),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,8.0,False,0.5,-7078626.16612759,5565589.88200815,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
536,34.6,Low,Low,False,,0.47786397075699183,0.44543132014079245,0.07670470910221563,False,61,319778,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,"CONNAUGHT AVE, S/ (FIRST TO QUINPOOL)",2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,4.0,True,0.5,-7080536.56226157,5565501.05924233,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
537,34.6,Low,Low,False,,0.5595695174486776,0.36398454453908347,0.07644593801223898,False,61,319919,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,11,HERRING COVE RD (MONT TO LAYTON),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7081893.92582222,5562226.41292033,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
538,34.6,Low,Low,False,,0.5595695174486776,0.36398454453908347,0.07644593801223898,False,61,319945,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,11,OLD SAMBRO RD (NWA DR TO SCHNARE),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7082312.71997813,5561753.3156693,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
539,34.6,Low,Low,False,,0.5595695174486776,0.36398454453908347,0.07644593801223898,False,61,320023,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,11,"HERRING COVE RD, HALIFAX",2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7081744.773,5560154.757,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
540,34.6,Low,Low,False,,0.4080642735395197,0.5156515375230797,0.07628418893740066,False,61,320040,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,10,DUNBRACK ST (CLAYTON PARK TO LACE WOOD DR),2023-02-07 12:00:00,1312,False,False,False,False,med,Ginkgo,1.0,False,False,2.0,False,0.5,-7085739.30112334,5568158.72777744,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, Ginkgo at site."
541,34.6,Low,Low,False,,0.5597335081694909,0.3637371329656149,0.07652935886489425,False,61,320174,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,16,DAMASCUS RD (S) (CIVIC 231 TO WALMART (W)),2023-02-07 12:00:00,1312,False,False,False,False,med,Littleleaf Linden,3.0,False,False,3.0,False,0.5,-7084990.7358264,5582260.90130483,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, Littleleaf Linden at site."
542,34.6,Low,Low,False,,0.5595695174486776,0.36398454453908347,0.07644593801223898,False,61,320639,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,11,HERRING COVE RD (LEVIS TO DRYSDALE),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7081714.3464043,5560161.72733427,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
543,34.6,Low,Low,False,,0.5595695174486776,0.36398454453908347,0.07644593801223898,False,61,320655,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,11,HERRING COVE RD (ST. MICHAELS TO HARTLEN),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7081670.00836994,5561048.92415639,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
544,34.6,Low,Low,False,,0.3403922593489781,0.5831749597151688,0.07643278093585315,False,61,320669,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,"JOSEPH HOWE DR, HALIFAX",2023-02-07 12:00:00,1312,False,False,False,False,med,Unknown Species,3.0,False,False,3.0,False,0.5,-7083333.117,5566804.019,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, Unknown Species at site."
545,34.6,Low,Low,False,,0.47786397075699183,0.44543132014079245,0.07670470910221563,False,61,320822,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,CONNAUGHT AVE AND CHEBUCTO RD SW ( TO ),2023-02-08 12:00:00,1311,False,False,False,False,low,,,,,4.0,True,0.5,-7080817.49350749,5566166.23300641,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
546,34.6,Low,Low,False,,0.5139994319256491,0.24311280318761583,0.24288776488673508,False,0,323145,TRN_STREET,Unclassified Work Order from Curb Audit,OPEN,,LOCAL STREET,16,SKYSAIL CRT,2023-02-27 12:00:00,1292,False,False,False,False,low,,,,,3.0,True,0.0,-7089349.748,5575779.821,"Kept Low: not enough closed history for this work type (0 WOs, need 100) or model not confident (<50%). No closed history for 'Unclassified Work Order from Curb Audit'. Factors: open 3.5 yrs."
547,34.5,Low,Low,False,,0.3965839238503497,0.5283422792575163,0.07507379689213403,False,61,317415,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,10,JOSEPH HOWE DR FR DVR TO CHAI* ( TO ),2023-02-07 12:00:00,1312,False,False,False,False,high,Northern White Cedar,2.0,False,False,2.0,False,0.5,-7083140.4189583,5568038.97368739,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, Northern White Cedar at site."
548,34.5,Low,Low,False,,0.37273957966079907,0.5520765637825461,0.07518385655665481,False,61,320470,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,15,BEAVER BANK RD (GLENDALE TO SUNNYVALE (S)),2023-02-07 12:00:00,1312,False,False,False,False,med,White Poplar,3.0,True,False,3.0,True,0.5,-7090134.38044464,5587329.1776821,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, under wires White Poplar at site."
