rank,risk_score,priority,new_status,changed,pred_priority,p_low,p_medium,p_high,blocked,n_history,work_order_id,asset_type,work_type,status,cause,street_class,district,address,date_initiated,age_days,needs_traffic_control,needs_nsp,waiting_tender,is_storm,match_conf,species_common,dbh_class,wires,is_ash,max_dbh_25m,any_wires_25m,exposure,x,y,new_description
471,34.9,Low,Low,False,,0.39673692802714794,0.5223053449504733,0.08095772702237863,False,61,318069,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,7,AHERN AVE AT BELL RD ( TO ),2023-02-07 12:00:00,1312,False,False,False,False,med,American Elm,4.0,True,False,6.0,True,0.5,-7077922.99829401,5565836.44198891,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, under wires American Elm at site."
472,34.9,Low,Low,False,,0.45270309171527123,0.46513255128969194,0.08216435699503677,False,61,318142,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,7,SALTER ST (LOWER WATER TO BOARDWALK),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,5.0,False,0.5,-7076674.51139657,5565979.63595143,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
473,34.9,Low,Low,False,,0.45900316754280046,0.45897260778776405,0.08202422466943556,False,61,318315,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,7,RAMP COG-BU (UPPER WATER TO COG-RAMP),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,1.0,False,0.5,-7077331.21323117,5566952.19540739,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
474,34.9,Low,Low,False,,0.48843827089811886,0.43048289355882574,0.08107883554305526,False,61,318763,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,7,HOLLIS ST (GEORGE TO DUKE),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7076968.16629256,5566440.2622961,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
475,34.9,Low,Low,False,,0.4131422081569363,0.5052530627668234,0.08160472907624038,False,61,319004,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,WOODLAWN TERR (QUINPOOL TO PARKWOOD PL),2023-02-07 12:00:00,1312,False,False,False,False,med,Unknown Species,3.0,True,False,6.0,True,0.5,-7080829.41751396,5565341.54358173,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, under wires Unknown Species at site."
476,34.9,Low,Low,False,,0.471376699729597,0.4465149659842679,0.08210833428613502,False,61,319150,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,15,SACKVILLE DR (OLD BEAVERBANK RD TO SUPERSTORE LIGHTS),2023-02-07 12:00:00,1312,False,False,False,False,med,Green Ash,3.0,True,True,3.0,True,0.5,-7090010.37927689,5585584.84560181,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, under wires Green Ash at site."
477,34.9,Low,Low,False,,0.48843827089811886,0.43048289355882574,0.08107883554305526,False,61,319339,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,7,HOLLIS ST (BISHOP TO SALTER),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7076691.23724946,5565679.37976746,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
478,34.9,Low,Low,False,,0.48843827089811886,0.43048289355882574,0.08107883554305526,False,61,319374,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,7,HOLLIS ST (SALTER TO SACKVILLE),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7076782.88524215,5565934.32316513,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
479,34.9,Low,Low,False,,0.5900223486432199,0.3283259931849139,0.0816516581718663,False,61,319573,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,FAIRVIEW OVERPASS (RAMP K-DV TO KEMPT),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7082769.16512311,5568540.67685476,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
480,34.9,Low,Low,False,,0.5900223486432199,0.3283259931849139,0.0816516581718663,False,61,319777,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,"CONNAUGHT AVE, N/ (THIRD TO FIRST)",2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7080483.37712682,5565631.37570738,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
481,34.9,Low,Low,False,,0.5127389530282411,0.40523056316258693,0.0820304838091719,False,61,319789,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,8,DUBLIN ST (WILLOW TO CHEBUCTO),2023-02-07 12:00:00,1312,False,False,False,False,med,Norway Maple,5.0,True,False,6.0,True,0.5,-7079967.59176767,5566478.83000097,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, under wires Norway Maple at site."
482,34.9,Low,Low,False,,0.5900223486432199,0.3283259931849139,0.0816516581718663,False,61,319873,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,"CONNAUGHT AVE, N/ (FIRST TO QUINPOOL)",2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7080483.37712682,5565631.37570738,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
483,34.9,Low,Low,False,,0.471376699729597,0.4465149659842679,0.08210833428613502,False,61,320063,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,15,SACKVILLE DR (SUPERSTORE LIGHTS TO 100M W SUPERSTORE),2023-02-07 12:00:00,1312,False,False,False,False,med,Green Ash,3.0,True,True,3.0,True,0.5,-7090010.37927689,5585584.84560181,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, under wires Green Ash at site."
484,34.9,Low,Low,False,,0.518465778019901,0.39973279362128616,0.08180142835881285,False,61,320375,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,8,ROBIE ST (MAY ST TO MCCULLY),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,7.0,True,0.5,-7079491.04724912,5567479.52039607,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
485,34.9,Low,Low,False,,0.5900223486432199,0.3283259931849139,0.0816516581718663,False,61,320410,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,(  TO  ),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7082625.34742082,5567125.96485124,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
486,34.9,Low,Low,False,,0.5900223486432199,0.3283259931849139,0.0816516581718663,False,61,320479,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,ST MARGARETS BAY RD (END OF BRIDGE TO QUARRY),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,,False,0.5,-7083760.4668271,5564470.90392457,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
487,34.9,Low,Low,False,,0.5204206589355586,0.23196929385503012,0.24761004720941135,False,0,323146,TRN_STREET,Unclassified Work Order from Curb Audit,OPEN,,LOCAL STREET,15,LEGACY CRT,2023-02-27 12:00:00,1292,False,False,False,False,none,,,,,,False,0.0,-7086977.575,5582862.784,"Kept Low: not enough closed history for this work type (0 WOs, need 100) or model not confident (<50%). No closed history for 'Unclassified Work Order from Curb Audit'. Factors: open 3.5 yrs."
488,34.9,Low,Low,False,,0.5195179714393456,0.2322976428770627,0.24818438568359172,False,0,323251,TRN_STREET,Unclassified Work Order from Curb Audit,OPEN,,LOCAL STREET,16,FLINNS HILL,2023-02-27 12:00:00,1292,False,False,False,False,low,,,,,2.0,True,0.0,-7084872.748,5578376.837,"Kept Low: not enough closed history for this work type (0 WOs, need 100) or model not confident (<50%). No closed history for 'Unclassified Work Order from Curb Audit'. Factors: open 3.5 yrs."
489,34.8,Low,Low,False,,0.5583525422424956,0.36155256931387836,0.08009488844362596,False,61,316382,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,8,WINDSOR ST (CONNAUGHT TO STRAWBERRY HILL),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,1.0,False,0.5,-7082304.28294191,5568370.04633001,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
490,34.8,Low,Low,False,,0.48767595083927373,0.43252759029625953,0.07979645886446683,False,61,317028,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,8,( TO ),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,3.0,False,0.5,-7078597.15004386,5566800.16075725,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
491,34.8,Low,Low,False,,0.440956085359452,0.4789772663738522,0.08006664826669592,False,61,317374,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,7,BARRINGTON ST (RAMP COG-BU TO DUKE),2023-02-07 12:00:00,1312,False,False,False,False,high,Red Maple,1.0,False,False,1.0,False,0.5,-7077253.498,5566716.681,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, Red Maple at site."
492,34.8,Low,Low,False,,0.39463759334444937,0.5247999917958539,0.0805624148596968,False,61,317479,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,7,LOWER WATER ST (GEORGE TO SACKVILLE),2023-02-07 12:00:00,1312,False,False,False,False,med,American Elm,3.0,False,False,4.0,False,0.5,-7076773.9568873,5566340.32566044,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, American Elm at site."
493,34.8,Low,Low,False,,0.5137661519312031,0.40654708784021765,0.07968676022857926,False,61,317513,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,11,HERRING COVE RD (HARTLEN TO PINEGROVE),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,3.0,True,0.5,-7081801.40699567,5560847.44197837,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
494,34.8,Low,Low,False,,0.45120441583394044,0.469151526085295,0.07964405808076447,False,61,318115,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,7,COGSWELL ST (BRUNSWICK TO GOTTINGEN),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,2.0,False,0.5,-7077679.73448052,5566689.86666876,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
495,34.8,Low,Low,False,,0.4790668617620857,0.4402519448044845,0.08068119343342992,False,61,319028,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,6,LAKECREST DR ( TO ),2023-02-07 12:00:00,1312,False,False,False,False,med,American Basswood,4.0,False,False,4.0,True,0.5,-7072525.53226902,5571857.70633853,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, American Basswood at site."
496,34.8,Low,Low,False,,0.5583525422424956,0.36155256931387836,0.08009488844362596,False,61,319046,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,8,YOUNG ST (EXIT DEPT OF SUPPLY TO MONOGHAN DR.),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,1.0,False,0.5,-7080480.20184153,5567768.68700251,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
497,34.8,Low,Low,False,,0.4790668617620857,0.4402519448044845,0.08068119343342992,False,61,319073,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,6,MAIN ST WEST (LAKE CREST DR EXIT TO HELENE),2023-02-07 12:00:00,1312,False,False,False,False,med,American Basswood,4.0,False,False,4.0,True,0.5,-7072525.53226902,5571857.70633853,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, American Basswood at site."
498,34.8,Low,Low,False,,0.4099355403101921,0.5104013695998415,0.07966309008996644,False,61,319176,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,4,CIRCASSION DR (SAVONA TO FOREST HILLS),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,2.0,False,0.5,-7067866.18287041,5570580.58544999,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
499,34.8,Low,Low,False,,0.4099355403101921,0.5104013695998415,0.07966309008996644,False,61,319291,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,4,FOREST HILLS PKY (CIRCASSION TO MALL ENTRANCE),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,2.0,False,0.5,-7067866.18287041,5570580.58544999,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
500,34.8,Low,Low,False,,0.5310942862251322,0.3891926721126,0.07971304166226777,False,61,319787,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,POPLAR ST (QUINPOOL TO OAK),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,6.0,True,0.5,-7080333.44862114,5565586.70257927,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
501,34.8,Low,Low,False,,0.5583525422424956,0.36155256931387836,0.08009488844362596,False,61,319931,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,8,YOUNG ST (ENRTY DEPT OF SUPPLY TO EXIT  DEPT OF SUPPLY),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,1.0,False,0.5,-7080480.20184153,5567768.68700251,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
502,34.8,Low,Low,False,,0.639624526963945,0.2810188603011088,0.07935661273494624,False,61,320602,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,12,LACEWOOD DR WEST (STRATFORD WAY TO PARKLAND DR),2023-02-07 12:00:00,1312,False,False,False,False,high,Japanese Zelkova,1.0,True,False,2.0,True,0.5,-7087386.31810786,5568071.21843827,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, under wires Japanese Zelkova at site."
503,34.8,Low,Low,False,,0.5583525422424956,0.36155256931387836,0.08009488844362596,False,61,320606,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,8,YOUNG ST (WINDSOR TO KEMPT),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,1.0,False,0.5,-7080488.96103003,5567798.19096574,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
504,34.8,Low,Low,False,,0.31731950111838286,0.6029365447280518,0.07974395415356525,False,61,320836,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,ST MARGARETS BAY RD (GLENGARY TO FENERTY),2023-02-08 12:00:00,1311,False,False,False,False,high,Unknown Species,3.0,True,False,3.0,True,0.5,-7083298.00557647,5564608.84488198,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, under wires Unknown Species at site."
505,34.8,Medium,Medium,False,,0.5026719990691167,0.2503939620716555,0.24693403885922785,False,0,323235,TRN_STREET,Unclassified Work Order from Curb Audit,OPEN,,LOCAL STREET,16,KISSOCK CRT,2023-02-27 12:00:00,1292,False,False,False,False,low,,,,,3.0,True,0.0,-7089592.762,5576213.568,"Kept Medium: not enough closed history for this work type (0 WOs, need 100) or model not confident (<50%). No closed history for 'Unclassified Work Order from Curb Audit'. Factors: open 3.5 yrs."
506,34.8,Low,Low,False,,0.5026719990691167,0.2503939620716555,0.24693403885922785,False,0,323255,TRN_STREET,Unclassified Work Order from Curb Audit,OPEN,,LOCAL STREET,16,KISSOCK CRT,2023-02-27 12:00:00,1292,False,False,False,False,low,,,,,3.0,True,0.0,-7089592.762,5576213.568,"Kept Low: not enough closed history for this work type (0 WOs, need 100) or model not confident (<50%). No closed history for 'Unclassified Work Order from Curb Audit'. Factors: open 3.5 yrs."
507,34.7,Low,Low,False,,0.26468835321366047,0.657073954374862,0.07823769241147746,False,61,316413,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,SHERWOOD ST (CHEBUCTO TO PATRICIA),2023-02-07 12:00:00,1312,False,False,False,False,high,Unknown Species,3.0,True,False,3.0,True,0.5,-7081790.10073819,5565773.97338606,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, under wires Unknown Species at site."
508,34.7,Low,Low,False,,0.5022274315864779,0.3071064842743186,0.19066608413920363,False,61,316704,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,MINOR COLLECTOR,7,UNIVERSITY AVE AT MARTELLO ST ( TO ),2023-02-07 12:00:00,1312,False,False,False,False,high,Wych elm,7.0,True,False,7.0,True,0.165,-7077656.95746259,5564975.50714789,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: open 3.6 yrs, large under wires Wych elm at site."
509,34.7,Low,Low,False,,0.5509453666510045,0.370029234600691,0.07902539874830455,False,61,317141,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,8,CORNWALLIS ST (MAYNARD TO NORTH PARK),2023-02-07 12:00:00,1312,False,False,False,False,high,Northern Hackberry,2.0,False,False,3.0,False,0.5,-7078455.95227969,5566742.77842318,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, Northern Hackberry at site."
510,34.7,Low,Low,False,,0.5509453666510045,0.370029234600691,0.07902539874830455,False,61,317184,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,8,NORTH PARK ST (ARMOURY TO CORNWALLIS),2023-02-07 12:00:00,1312,False,False,False,False,high,Northern Hackberry,2.0,False,False,3.0,False,0.5,-7078455.95227969,5566742.77842318,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, Northern Hackberry at site."
511,34.7,Low,Low,False,,0.54598847232229,0.37569024770910014,0.07832127996860988,False,61,317299,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,8,ROBIE ST (ALMON TO DEMONE),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,1.0,False,0.5,-7079998.46263239,5567912.566251,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
512,34.7,Low,Low,False,,0.5608221304544794,0.36029757052151823,0.07888029902400251,False,61,317488,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,9,BAYERS RD (JOSEPH HOWE TO ROWE),2023-02-07 12:00:00,1312,False,False,False,False,none,,,,,5.0,True,0.5,-7083213.43886852,5567166.97305125,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
513,34.7,Low,Low,False,,0.5767020848597092,0.34516250693171624,0.07813540820857455,False,61,317548,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,8,YOUNG ST (AGRICOLA TO ISLEVILLE),2023-02-07 12:00:00,1312,False,False,False,False,med,Silver Maple,2.0,False,False,5.0,True,0.5,-7079963.65822447,5568309.44016121,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, Silver Maple at site."
514,34.7,Low,Low,False,,0.5154290140758289,0.4055355204521219,0.0790354654720492,False,61,318102,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,6,"AKERLEY BLVD, DARTMOUTH",2023-02-07 12:00:00,1312,False,False,False,False,high,Freeman Maple,2.0,False,False,2.0,False,0.5,-7080552.857,5575928.134,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs, Freeman Maple at site."
515,34.7,Low,Low,False,,0.5808020939605741,0.3414105639016262,0.07778734213779964,False,61,319562,TRN_SECTRAV,Unclassified Work Order from WOOD Sidewalk Audit,OPEN,,ARTERIAL,8,BARRINGTON ST (NORTH TO ARTZ),2023-02-07 12:00:00,1312,False,False,False,False,low,,,,,1.0,False,0.5,-7078584.16168324,5568000.6648576,"Kept Low: not enough closed history for this work type (61 WOs, need 100) or model not confident (<50%). Of 61 closed 'Unclassified Work Order from WOOD Sidewalk Audit' WOs, HRM rated 0% High / 89% Medium / 11% Low. Factors: arterial road, open 3.6 yrs."
